1147
313194726  9.50
313188030  8.60
313227864  9.30
416097447  3.20
313297655  6.30
416044152  1.20
313068398  3.90
311018634  0.90
312121346  4.00
313267763  9.10
312180378  6.60
416102995  1.20
313085668  9.50
313228211  7.10
312070268  5.80
313250991  5.50
416102995  9.60
313162465  5.50
313236643  1.80
416021750  4.40
416029546  0.60
313327575  2.40
313333773  6.90
313238032  3.00
313248805  7.60
313248382  9.00
313113199  6.20
313272214  7.10
416097447  0.50
311728124  4.10
313354587  3.60
416102995  4.80
313228895  5.70
313236643  8.60
313341308  4.30
313027351  6.00
313236643  1.00
313329569  9.60
313069632  7.40
313237609  5.30
313037832  7.20
416008110  9.90
416056943  9.80
313267199  0.90
313333773  8.20
313228895  9.30
312070268  9.80
313327575  4.20
313017595  4.60
313287652  1.90
313291753  8.50
312180378  0.30
313191515  1.20
311056127  0.40
313250991  6.10
313191515  0.50
313069632  8.80
313333773  9.50
311018634  0.80
313143143  1.40
313212302  6.80
313161609  2.40
313287652  1.70
416007876  0.90
313068398  8.70
313143143  3.50
313166965  8.80
313341308  6.10
313267763  3.60
416036923  3.70
313228211  1.10
313216489  7.40
416008110  4.00
311056127  9.70
313326723  2.20
300187749  7.10
313099047  3.20
313069632  1.20
416009722  1.20
313048622  8.60
311056127  1.90
313162465  5.70
416097447  3.90
411028135  7.80
313254322  2.20
312180378  6.20
110000932  7.20
313165796  4.40
313307920  6.30
316044152  3.70
313166965  7.70
313267763  5.50
313054916  2.50
313048622  1.20
313272214  6.10
300187749  7.20
416044152  4.00
313232102  9.40
312070268  6.00
313327575  6.70
313329569  0.20
416009722  2.30
313329569  6.00
313043641  2.80
313341308  7.80
311056127  9.20
416037779  1.30
416008110  7.40
313238032  2.10
313250991  2.40
416021750  5.40
311018634  2.40
313143143  9.60
313291753  2.40
313168890  4.10
313272214  9.50
313043641  5.50
313326723  0.80
300187749  3.10
308027122  9.70
313250991  9.30
313166965  4.90
313326723  0.50
313191515  9.70
416056943  1.00
313161609  6.10
313112893  4.50
313180120  9.70
313237609  8.80
416053832  7.70
312029029  4.30
300187749  6.20
316044152  8.60
313209322  5.40
311018634  0.80
313069632  8.80
313048622  0.40
313248805  0.80
416056943  3.50
313287652  8.30
313236643  0.50
313191515  4.60
313099047  5.90
316044152  3.90
313068398  7.20
313017595  5.70
416029546  9.80
312121346  6.10
313238032  4.70
313238032  7.20
313043641  5.30
313287652  2.70
313251940  2.30
313161609  8.10
313113199  4.90
313037832  9.20
313212302  3.80
313188030  4.70
313232102  2.70
313354587  9.40
313017595  8.70
416044152  4.60
312070268  3.70
313209322  7.90
411028135  8.20
313295988  1.90
313248805  9.60
313290639  0.80
313290639  8.60
312222818  8.90
313054916  0.00
313329569  0.90
313307920  9.30
313297655  0.90
313043641  4.70
313227864  9.90
313194726  9.50
313341308  4.20
313253301  6.60
313037832  3.20
416007876  1.90
313237609  9.80
416036923  7.00
313004808  8.30
313188030  4.40
416009722  6.70
313291753  4.40
312222818  1.30
313248805  4.10
313272214  9.10
313329569  5.30
313194726  8.90
416040735  4.20
313290639  1.60
313027351  9.10
313174156  3.30
312222818  3.70
313278890  5.30
416048875  7.90
312086868  3.00
313231040  0.60
313272214  2.70
316044152  7.30
313238032  8.00
313017595  4.00
313237609  2.90
313278890  1.80
312222818  5.60
411028135  2.90
313238032  5.30
313161609  8.90
311018634  8.50
313217582  0.60
312180378  4.40
313248805  6.20
313354587  5.90
313295988  3.20
313166965  2.60
313290639  4.60
313291753  7.90
313287652  6.80
313099047  6.70
313272214  5.00
313341308  9.30
316044152  0.80
313248382  1.60
312070268  4.00
312121346  2.40
312070268  4.40
316044152  4.00
313216489  9.60
313238032  7.40
313335901  0.20
313216489  3.10
416036923  9.60
313248382  4.10
313272214  2.20
313272214  0.20
313228895  9.30
313248382  7.90
313168890  1.90
313138303  7.70
416097447  9.20
313017595  1.00
313326723  2.80
313162465  2.40
416054461  6.20
313212302  0.50
313327575  4.70
313166965  2.30
313326723  2.40
313216489  2.60
313188030  1.80
313250991  3.30
313231040  9.50
416029546  3.00
416009722  8.90
416040735  2.50
313180120  3.20
416056943  0.00
411028135  8.10
313180120  5.20
312222818  7.40
313165796  4.60
416053832  8.90
313161609  9.20
313250991  6.70
313335901  5.40
312070268  2.70
313341308  4.50
313238032  7.10
313243322  1.90
311056127  6.30
416054461  8.60
313099047  5.00
313138303  8.10
311018634  2.10
313085668  9.70
300187749  1.60
416053832  8.50
312180378  9.80
313248805  7.60
312148626  0.00
313161609  4.20
308027122  0.70
313179656  2.90
313179656  4.60
311728124  1.30
416021750  4.20
416092194  3.90
313069632  6.80
313267763  3.00
313017595  1.00
312121346  0.60
313238032  4.60
313278890  3.60
313341308  3.50
313194726  8.60
313112893  9.80
313162465  6.50
313243322  3.20
313209322  5.70
313143143  4.00
312029029  7.60
313232102  7.60
311056127  3.30
313248382  1.90
313017595  9.00
313168890  0.50
416007876  0.70
313272214  2.20
313017595  4.50
313054916  4.40
312222818  5.10
416007876  4.40
312070268  6.40
416048875  9.90
416036923  7.70
416037779  4.90
313354587  0.00
416009722  6.90
313048622  7.00
313253301  9.90
312121346  2.90
313327575  1.00
313333773  7.30
313216489  0.60
416008110  1.50
313291753  2.50
416007876  0.60
313248805  5.10
416029546  7.00
313179656  2.40
313216489  1.80
313037832  6.90
313248805  7.00
313027351  5.10
313327575  2.50
312121346  7.50
313238032  4.30
313048622  1.70
313085668  5.00
416102995  9.60
313238032  8.30
313027351  6.10
312121346  6.70
313099047  4.30
308027122  1.10
312222818  1.00
313250991  5.10
313179656  3.10
316044152  0.10
313085668  9.60
313212302  5.00
313180120  8.90
313143143  6.10
312070268  7.30
312148626  3.70
416054461  9.30
313054916  3.90
313307920  2.50
416036923  2.70
313297655  4.00
308027122  1.10
313085668  4.70
416044152  6.00
313354587  4.10
313162465  0.20
313227864  3.70
313278890  1.40
313128362  7.90
313113199  3.40
312121346  4.40
313267199  0.30
313231040  6.80
313054916  4.60
313238032  4.10
313037832  5.70
313162465  7.00
313037832  5.50
313228895  4.10
312180378  7.40
313354587  6.90
313212302  4.40
313068398  2.60
313287652  9.20
313237609  9.00
313161609  7.80
416044152  8.00
313248382  3.40
416092194  9.50
313217582  4.90
313238032  2.10
311728124  7.30
416044152  9.20
313017595  8.60
313236643  8.90
316044152  3.20
313188030  9.20
312180378  2.30
313085668  9.90
313069632  7.20
313243322  0.20
313238032  0.20
312180378  5.40
312121346  9.30
313307920  5.20
313341308  9.80
416054461  2.90
416048875  0.30
313248805  7.60
313231040  4.80
313069632  3.90
312070268  8.60
313162465  2.10
416044152  3.50
313180120  4.80
313267763  2.30
308027122  3.40
313165796  4.50
313297655  9.00
416007876  8.50
313017595  2.00
313048622  6.40
313043641  4.90
411028135  8.80
313166965  8.80
312222818  7.40
416007876  5.90
313017595  6.50
313329569  7.40
313237609  6.90
316044152  4.80
313272214  8.80
416036923  7.20
313216489  7.10
416021750  6.80
313188030  9.60
312086868  4.70
313295988  1.90
416044152  1.60
311728124  7.50
313069632  0.10
416021750  2.70
313043641  3.70
313254322  4.40
313287652  0.10
313037832  7.20
313251940  3.30
416054461  9.10
313191515  3.80
313138303  7.70
313165796  8.30
312043985  2.50
313295988  8.90
110000932  9.20
313287652  5.50
416102995  9.70
313216489  2.20
416102995  6.70
313290639  8.00
313250991  7.50
416044152  2.30
416054461  5.60
313253301  4.90
313237609  3.30
110000932  6.10
416007876  1.80
313295988  8.80
313128362  7.70
313180120  0.10
313236643  4.20
313307920  1.00
416056943  5.60
313287652  6.50
313329569  1.50
312043985  4.90
313227864  5.50
313191515  0.00
416029546  9.40
313335901  6.80
313068398  9.20
313231040  6.90
313295988  4.20
311056127  1.90
416008110  0.60
313278890  7.70
312180378  2.10
313174156  7.70
313248382  7.40
313231040  0.80
313180120  8.10
313228211  9.20
313295988  2.70
313048622  9.20
313054916  2.10
313278890  8.00
313251940  9.50
313209322  3.00
416053832  9.80
313238032  6.80
313295988  4.30
313112893  1.10
313341308  4.60
313272214  3.90
416009722  7.90
313166965  0.40
311018634  4.40
416053832  0.90
313326723  4.30
308027122  6.30
313272214  9.70
313307920  9.60
313329569  0.70
313232102  4.40
110000932  8.80
313037832  1.10
316044152  6.40
312043985  0.40
312222818  2.40
313188030  6.60
313037832  1.30
313168890  7.30
313291753  4.10
313069632  8.80
313054916  6.70
313063864  4.80
313227864  1.50
313253301  7.50
300187749  7.80
313063864  8.60
416040735  1.90
411028135  4.30
313248382  9.00
311056127  9.20
416056943  2.70
313166965  1.20
416009722  9.40
313326723  0.70
313254322  3.80
313069632  3.20
313037832  1.20
313295988  1.60
313287652  9.00
313165796  3.40
